timestamp,open,high,low,close,volume,amount
2026-05-30 00:00:00.000000,45042.0,45057.0,45036.0,45053.0,125,5630747.0
2026-05-30 00:01:00.000000,45055.0,45060.0,45041.0,45055.0,189,8514774.0
2026-05-30 00:02:00.000000,45052.0,45106.0,45051.0,45097.0,527,23761676.0
2026-05-30 00:03:00.000000,45094.0,45125.0,45092.0,45118.0,475,21428766.0
2026-05-30 00:04:00.000000,45113.0,45128.0,45113.0,45128.0,317,14303901.0
2026-05-30 00:05:00.000000,45129.0,45139.0,45113.0,45113.0,335,15117356.0
2026-05-30 00:06:00.000000,45119.0,45120.0,45093.0,45094.0,278,12539496.0
2026-05-30 00:07:00.000000,45093.0,45124.0,45093.0,45123.0,171,7713631.0
2026-05-30 00:08:00.000000,45121.0,45136.0,45115.0,45119.0,263,11868308.0
2026-05-30 00:09:00.000000,45119.0,45145.0,45118.0,45144.0,252,11374402.0
2026-05-30 00:10:00.000000,45145.0,45148.0,45134.0,45140.0,208,9389258.0
2026-05-30 00:11:00.000000,45138.0,45156.0,45130.0,45145.0,284,12821669.0
2026-05-30 00:12:00.000000,45146.0,45146.0,45115.0,45123.0,262,11823709.0
2026-05-30 00:13:00.000000,45122.0,45129.0,45116.0,45121.0,85,3835360.0
2026-05-30 00:14:00.000000,45124.0,45145.0,45102.0,45130.0,309,13942567.0
2026-05-30 00:15:00.000000,45134.0,45134.0,45112.0,45122.0,107,4828261.0
2026-05-30 00:16:00.000000,45121.0,45124.0,45111.0,45124.0,77,3473952.0
2026-05-30 00:17:00.000000,45125.0,45149.0,45124.0,45128.0,194,8756526.0
2026-05-30 00:18:00.000000,45130.0,45130.0,45115.0,45119.0,74,3338997.0
2026-05-30 00:19:00.000000,45117.0,45119.0,45086.0,45093.0,311,14026320.0
2026-05-30 00:20:00.000000,45091.0,45106.0,45090.0,45105.0,125,5637585.0
2026-05-30 00:21:00.000000,45106.0,45106.0,45084.0,45106.0,158,7124976.0
2026-05-30 00:22:00.000000,45104.0,45123.0,45100.0,45118.0,137,6180605.0
2026-05-30 00:23:00.000000,45115.0,45127.0,45115.0,45118.0,87,3925484.0
2026-05-30 00:24:00.000000,45120.0,45130.0,45118.0,45128.0,85,3835630.0
2026-05-30 00:25:00.000000,45128.0,45130.0,45118.0,45119.0,98,4422015.0
2026-05-30 00:26:00.000000,45118.0,45118.0,45082.0,45090.0,229,10326481.0
2026-05-30 00:27:00.000000,45090.0,45097.0,45083.0,45086.0,99,4463757.0
2026-05-30 00:28:00.000000,45090.0,45095.0,45073.0,45077.0,188,8475618.0
2026-05-30 00:29:00.000000,45079.0,45090.0,45077.0,45081.0,93,4192638.0
2026-05-30 00:30:00.000000,45084.0,45087.0,45075.0,45084.0,117,5274503.0
2026-05-30 00:31:00.000000,45081.0,45085.0,45060.0,45061.0,198,8924262.0
2026-05-30 00:32:00.000000,45063.0,45100.0,45036.0,45074.0,707,31858896.0
2026-05-30 00:33:00.000000,45075.0,45086.0,45061.0,45077.0,198,8925140.0
2026-05-30 00:34:00.000000,45079.0,45098.0,45076.0,45094.0,180,8115778.0
2026-05-30 00:35:00.000000,45091.0,45108.0,45086.0,45086.0,224,10102182.0
2026-05-30 00:36:00.000000,45084.0,45093.0,45076.0,45090.0,93,4192992.0
2026-05-30 00:37:00.000000,45089.0,45096.0,45080.0,45096.0,52,2344645.0
2026-05-30 00:38:00.000000,45097.0,45130.0,45084.0,45105.0,402,18134799.0
2026-05-30 00:39:00.000000,45106.0,45110.0,45092.0,45106.0,95,4284525.0
2026-05-30 00:40:00.000000,45105.0,45115.0,45095.0,45108.0,113,5096994.0
2026-05-30 00:41:00.000000,45112.0,45125.0,45111.0,45121.0,167,7535093.0
2026-05-30 00:42:00.000000,45124.0,45133.0,45111.0,45111.0,229,10333644.0
2026-05-30 00:43:00.000000,45114.0,45114.0,45092.0,45095.0,134,6043341.0
2026-05-30 00:44:00.000000,45092.0,45109.0,45090.0,45099.0,74,3337334.0
2026-05-30 00:45:00.000000,45099.0,45100.0,45087.0,45095.0,125,5636817.0
2026-05-30 00:46:00.000000,45095.0,45100.0,45080.0,45085.0,102,4599022.0
2026-05-30 00:47:00.000000,45086.0,45099.0,45084.0,45096.0,57,2570187.0
2026-05-30 00:48:00.000000,45100.0,45105.0,45092.0,45105.0,90,4059145.0
2026-05-30 00:49:00.000000,45100.0,45122.0,45098.0,45118.0,111,5007484.0
2026-05-30 00:50:00.000000,45115.0,45115.0,45095.0,45096.0,70,3157422.0
2026-05-30 00:51:00.000000,45098.0,45098.0,45076.0,45082.0,170,7664347.0
2026-05-30 00:52:00.000000,45084.0,45095.0,45071.0,45071.0,113,5094236.0
2026-05-30 00:53:00.000000,45071.0,45080.0,45060.0,45079.0,202,9103487.0
2026-05-30 00:54:00.000000,45079.0,45091.0,45077.0,45085.0,85,3832276.0
2026-05-30 00:55:00.000000,45087.0,45092.0,45084.0,45086.0,53,2389681.0
2026-05-30 00:56:00.000000,45085.0,45087.0,45056.0,45056.0,132,5949584.0
2026-05-30 00:57:00.000000,45055.0,45069.0,45045.0,45066.0,241,10858192.0
2026-05-30 00:58:00.000000,45066.0,45075.0,45055.0,45070.0,123,5542807.0
2026-05-30 00:59:00.000000,45068.0,45077.0,45068.0,45071.0,61,2749420.0
2026-05-30 01:00:00.000000,45069.0,45093.0,45069.0,45091.0,108,4869093.0
2026-05-30 01:01:00.000000,45092.0,45105.0,45086.0,45100.0,193,8703694.0
2026-05-30 01:02:00.000000,45100.0,45103.0,45090.0,45100.0,114,5141025.0
2026-05-30 01:03:00.000000,45098.0,45099.0,45085.0,45092.0,68,3066200.0
2026-05-30 01:04:00.000000,45090.0,45092.0,45080.0,45080.0,59,2659952.0
2026-05-30 01:05:00.000000,45078.0,45085.0,45065.0,45066.0,89,4011446.0
2026-05-30 01:06:00.000000,45065.0,45068.0,45052.0,45056.0,137,6172979.0
2026-05-30 01:07:00.000000,45056.0,45074.0,45056.0,45068.0,164,7390508.0
2026-05-30 01:08:00.000000,45069.0,45080.0,45067.0,45075.0,73,3290422.0
2026-05-30 01:09:00.000000,45076.0,45078.0,45063.0,45078.0,49,2208457.0
2026-05-30 01:10:00.000000,45074.0,45085.0,45068.0,45068.0,57,2569450.0
2026-05-30 01:11:00.000000,45070.0,45078.0,45056.0,45056.0,65,2929326.0
2026-05-30 01:12:00.000000,45059.0,45061.0,45046.0,45050.0,177,7974133.0
2026-05-30 01:13:00.000000,45050.0,45060.0,45031.0,45050.0,286,12882596.0
2026-05-30 01:14:00.000000,45050.0,45066.0,45049.0,45064.0,77,3469447.0
2026-05-30 01:15:00.000000,45065.0,45069.0,45053.0,45054.0,65,2929085.0
2026-05-30 01:16:00.000000,45057.0,45063.0,45049.0,45049.0,106,4775909.0
2026-05-30 01:17:00.000000,45056.0,45075.0,45055.0,45074.0,82,3695551.0
2026-05-30 01:18:00.000000,45074.0,45076.0,45060.0,45060.0,55,2478736.0
2026-05-30 01:19:00.000000,45058.0,45058.0,45045.0,45046.0,72,3243546.0
2026-05-30 01:20:00.000000,45046.0,45053.0,45035.0,45052.0,112,5044722.0
2026-05-30 01:21:00.000000,45051.0,45056.0,45017.0,45026.0,294,13238370.0
2026-05-30 01:22:00.000000,45023.0,45039.0,44988.0,45020.0,863,38841694.0
2026-05-30 01:23:00.000000,45023.0,45030.0,45014.0,45030.0,131,5897771.0
2026-05-30 01:24:00.000000,45030.0,45030.0,45012.0,45013.0,138,6212497.0
2026-05-30 01:25:00.000000,45011.0,45073.0,45010.0,45050.0,398,17928319.0
2026-05-30 01:26:00.000000,45055.0,45062.0,45010.0,45015.0,220,9909530.0
2026-05-30 01:27:00.000000,45020.0,45028.0,45007.0,45007.0,149,6707570.0
2026-05-30 01:28:00.000000,45009.0,45011.0,44994.0,45002.0,263,11835250.0
2026-05-30 01:29:00.000000,45000.0,45010.0,44986.0,45008.0,207,9314298.0
2026-05-30 01:30:00.000000,45010.0,45044.0,45010.0,45023.0,173,7789809.0
2026-05-30 01:31:00.000000,45021.0,45031.0,45009.0,45009.0,120,5402322.0
2026-05-30 01:32:00.000000,45012.0,45017.0,45005.0,45008.0,110,4950898.0
2026-05-30 01:33:00.000000,45007.0,45008.0,44993.0,45002.0,187,8414996.0
2026-05-30 01:34:00.000000,45005.0,45024.0,45005.0,45022.0,118,5312048.0
2026-05-30 01:35:00.000000,45023.0,45075.0,45016.0,45074.0,304,13695167.0
2026-05-30 01:36:00.000000,45072.0,45075.0,45055.0,45059.0,146,6579536.0
2026-05-30 01:37:00.000000,45056.0,45070.0,45055.0,45070.0,133,5993364.0
2026-05-30 01:38:00.000000,45068.0,45092.0,45062.0,45090.0,245,11044940.0
2026-05-30 01:39:00.000000,45088.0,45091.0,45058.0,45058.0,206,9285760.0
2026-05-30 01:40:00.000000,45060.0,45060.0,45043.0,45053.0,114,5135867.0
2026-05-30 01:41:00.000000,45052.0,45058.0,45029.0,45034.0,173,7791711.0
2026-05-30 01:42:00.000000,45034.0,45041.0,45016.0,45024.0,162,7294395.0
2026-05-30 01:43:00.000000,45022.0,45031.0,45018.0,45018.0,123,5537959.0
2026-05-30 01:44:00.000000,45017.0,45018.0,44995.0,45000.0,230,10351008.0
2026-05-30 01:45:00.000000,44999.0,45011.0,44995.0,45000.0,168,7560611.0
2026-05-30 01:46:00.000000,45005.0,45017.0,44990.0,45001.0,209,9405979.0
2026-05-30 01:47:00.000000,45000.0,45003.0,44994.0,44998.0,86,3869840.0
2026-05-30 01:48:00.000000,44997.0,45007.0,44991.0,45007.0,87,3915097.0
2026-05-30 01:49:00.000000,45004.0,45015.0,45001.0,45013.0,53,2385417.0
2026-05-30 01:50:00.000000,45012.0,45027.0,45000.0,45021.0,88,3961167.0
2026-05-30 01:51:00.000000,45021.0,45025.0,45004.0,45020.0,77,3466224.0
2026-05-30 01:52:00.000000,45020.0,45044.0,45017.0,45039.0,152,6845575.0
2026-05-30 01:53:00.000000,45036.0,45036.0,45025.0,45028.0,79,3557472.0
2026-05-30 01:54:00.000000,45028.0,45035.0,45014.0,45022.0,113,5087536.0
2026-05-30 01:55:00.000000,45019.0,45020.0,45002.0,45002.0,84,3780908.0
2026-05-30 01:56:00.000000,45004.0,45005.0,44961.0,44970.0,483,21724984.0
2026-05-30 01:57:00.000000,44969.0,44984.0,44966.0,44978.0,232,10434098.0
2026-05-30 01:58:00.000000,44980.0,44982.0,44954.0,44967.0,248,11151617.0
2026-05-30 01:59:00.000000,44967.0,44970.0,44946.0,44950.0,335,15059649.0
2026-05-30 02:00:00.000000,44950.0,44954.0,44940.0,44946.0,272,12225535.0
2026-05-30 02:01:00.000000,44951.0,44969.0,44943.0,44958.0,276,12407705.0
2026-05-30 02:02:00.000000,44957.0,44979.0,44956.0,44963.0,206,9263861.0
2026-05-30 02:03:00.000000,44967.0,44994.0,44965.0,44990.0,180,8097578.0
2026-05-30 02:04:00.000000,44988.0,45000.0,44983.0,44998.0,124,5578919.0
2026-05-30 02:05:00.000000,44998.0,45023.0,44997.0,45020.0,202,9092160.0
2026-05-30 02:06:00.000000,45019.0,45033.0,45015.0,45033.0,141,6348399.0
2026-05-30 02:07:00.000000,45033.0,45048.0,45025.0,45044.0,254,11439481.0
