# git_hash: 159b6515e81cfa5ddabc42ea52787c6aff843966
# fill_mode: conservative
# commission_nt: 20.0
# slippage_ticks: 1
# flatten_slippage_ticks: 2
# initial_margin_nt: 35050.0
# maintenance_margin_nt: 26900.0
# start: 2025-03-03T08:46:00
# end: 2025-11-06T23:59:00
# n_1m: 194149
# source_files: diag
side,entry_ts,entry_price,exit_ts,exit_price,qty,pnl_nt,r_multiple,reason
short,2025-05-14T11:26:00,21662.0,2025-05-14T11:26:00,21666.0,1,-88.6656,-2.95552,entry_stopped
short,2025-05-15T09:51:00,21748.0,2025-05-15T09:52:00,21742.0,1,11.302,0.3767333333333333,target
short,2025-05-26T10:03:00,21447.0,2025-05-26T10:03:00,21451.0,1,-88.5796,-2.952653333333333,entry_stopped
short,2025-07-09T12:15:00,22378.0,2025-07-09T12:15:00,22382.0,1,-88.952,-2.9650666666666665,entry_stopped
long,2025-07-15T13:21:00,22829.0,2025-07-15T13:39:00,22804.0,1,-299.1266,-1.2463608333333334,stop
long,2025-07-21T10:51:00,23236.0,2025-07-21T11:12:00,23210.0,1,-309.2892,-1.2371568,stop
long,2025-08-15T13:07:00,24347.0,2025-08-15T13:19:00,24326.0,1,-259.7346,-1.298673,stop
short,2025-09-15T11:49:00,25381.0,2025-09-15T11:49:00,25385.0,1,-90.1532,-3.005106666666667,entry_stopped
