day,entry_mode,exit_mode,entry_ts,entry_px,atr,net,gross,exit_reason,wash_label,w15,w30,w60,dip_depth,mfe,mae,br,delta_br,drive_high
2025-12-26,p0,momentum_tail,1766714331,28589.0,25.0,2.0,7.0,horizon,momentum_clean,14.0,7.0,45.0,0.0,63.0,17.0,0.8677,0.0003,28588.0
2025-12-26,p0,momentum_tail_trail,1766714331,28589.0,25.0,2.0,7.0,horizon,momentum_clean,14.0,7.0,45.0,0.0,63.0,17.0,0.8677,0.0003,28588.0
2025-12-29,p0,sealed,1766972729,28852.0,25.0,70.0,75.0,take_profit,momentum_clean,39.0,23.0,54.0,0.0,76.0,11.0,0.8571,0.0005,28851.0
2025-12-29,p0,wash_struct,1766972729,28852.0,25.0,70.0,75.0,take_profit,momentum_clean,39.0,23.0,54.0,0.0,76.0,11.0,0.8571,0.0005,28851.0
2025-12-29,p0,momentum_tail,1766972729,28852.0,25.0,70.0,75.0,take_profit,momentum_clean,39.0,23.0,54.0,0.0,76.0,11.0,0.8571,0.0005,28851.0
2025-12-29,p0,momentum_tail_trail,1766972729,28852.0,25.0,56.0,61.0,trail_stop,momentum_clean,39.0,23.0,54.0,0.0,76.0,11.0,0.8571,0.0005,28851.0
2026-01-02,p0,sealed,1767318569,29206.0,25.0,-36.25,-31.25,stop_loss,momentum_clean,43.0,99.0,193.0,0.0,205.0,43.0,0.859,0.0006,29205.0
2026-01-02,p0,wash_struct,1767318569,29206.0,25.0,-36.25,-31.25,stop_loss,momentum_clean,43.0,99.0,193.0,0.0,205.0,43.0,0.859,0.0006,29205.0
2026-01-02,p0,momentum_tail,1767318569,29206.0,25.0,-36.25,-31.25,stop_loss,momentum_clean,43.0,99.0,193.0,0.0,205.0,43.0,0.859,0.0006,29205.0
2026-01-02,p0,momentum_tail_trail,1767318569,29206.0,25.0,-36.25,-31.25,stop_loss,momentum_clean,43.0,99.0,193.0,0.0,205.0,43.0,0.859,0.0006,29205.0
2026-01-05,p0,sealed,1767577500,30179.0,35.5,71.7,76.7,trail_stop,momentum_clean,2.0,114.0,136.0,0.0,205.0,41.0,1.0,0.0,30176.0
2026-01-05,p0,wash_struct,1767577500,30179.0,35.5,71.7,76.7,trail_stop,momentum_clean,2.0,114.0,136.0,0.0,205.0,41.0,1.0,0.0,30176.0
2026-01-05,p0,momentum_tail,1767577500,30179.0,35.5,71.7,76.7,trail_stop,momentum_clean,2.0,114.0,136.0,0.0,205.0,41.0,1.0,0.0,30176.0
2026-01-05,p0,momentum_tail_trail,1767577500,30179.0,35.5,71.7,76.7,trail_stop,momentum_clean,2.0,114.0,136.0,0.0,205.0,41.0,1.0,0.0,30176.0
2026-01-05,p0_quality,sealed,1767577500,30179.0,35.5,71.7,76.7,trail_stop,momentum_clean,2.0,114.0,136.0,0.0,205.0,41.0,1.0,0.0,30176.0
2026-01-05,p0_quality,wash_struct,1767577500,30179.0,35.5,71.7,76.7,trail_stop,momentum_clean,2.0,114.0,136.0,0.0,205.0,41.0,1.0,0.0,30176.0
2026-01-05,p0_quality,momentum_tail,1767577500,30179.0,35.5,71.7,76.7,trail_stop,momentum_clean,2.0,114.0,136.0,0.0,205.0,41.0,1.0,0.0,30176.0
2026-01-05,p0_quality,momentum_tail_trail,1767577500,30179.0,35.5,71.7,76.7,trail_stop,momentum_clean,2.0,114.0,136.0,0.0,205.0,41.0,1.0,0.0,30176.0
2026-01-14,p0,sealed,1768355582,31038.0,27.57,46.46,51.46,trail_stop,momentum_clean,30.0,116.0,-45.0,0.0,123.0,84.0,0.7879,0.0008,31037.0
2026-01-14,p0,wash_struct,1768355582,31038.0,27.57,46.46,51.46,trail_stop,momentum_clean,30.0,116.0,-45.0,0.0,123.0,84.0,0.7879,0.0008,31037.0
2026-01-14,p0,momentum_tail,1768355582,31038.0,27.57,46.46,51.46,trail_stop,momentum_clean,30.0,116.0,-45.0,0.0,123.0,84.0,0.7879,0.0008,31037.0
2026-01-14,p0,momentum_tail_trail,1768355582,31038.0,27.57,46.46,51.46,trail_stop,momentum_clean,30.0,116.0,-45.0,0.0,123.0,84.0,0.7879,0.0008,31037.0
2026-01-22,p0,sealed,1769047618,32000.0,33.71,35.0,40.0,horizon,momentum_clean,40.0,-29.0,26.0,0.0,54.0,55.0,0.9226,0.0017,31999.0
2026-01-22,p0,wash_struct,1769047618,32000.0,33.71,35.0,40.0,horizon,momentum_clean,40.0,-29.0,26.0,0.0,54.0,55.0,0.9226,0.0017,31999.0
2026-01-22,p0,momentum_tail,1769047618,32000.0,33.71,-34.0,-29.0,horizon,momentum_clean,40.0,-29.0,26.0,0.0,54.0,55.0,0.9226,0.0017,31999.0
2026-01-22,p0,momentum_tail_trail,1769047618,32000.0,33.71,-34.0,-29.0,horizon,momentum_clean,40.0,-29.0,26.0,0.0,54.0,55.0,0.9226,0.0017,31999.0
2026-02-09,p0,sealed,1770601904,32622.0,38.71,-53.39,-48.39,stop_loss,momentum_clean,49.0,30.0,39.0,0.0,66.0,72.0,0.789,0.0004,32621.0
2026-02-09,p0,wash_struct,1770601904,32622.0,38.71,-53.39,-48.39,stop_loss,momentum_clean,49.0,30.0,39.0,0.0,66.0,72.0,0.789,0.0004,32621.0
2026-02-09,p0,momentum_tail,1770601904,32622.0,38.71,-53.39,-48.39,stop_loss,momentum_clean,49.0,30.0,39.0,0.0,66.0,72.0,0.789,0.0004,32621.0
2026-02-09,p0,momentum_tail_trail,1770601904,32622.0,38.71,-53.39,-48.39,stop_loss,momentum_clean,49.0,30.0,39.0,0.0,66.0,72.0,0.789,0.0004,32621.0
2026-02-10,p0,sealed,1770688112,33140.0,35.64,-49.55,-44.55,stop_loss,wash_real,-48.0,-48.0,-68.0,0.0,7.0,118.0,0.8802,0.0004,33139.0
2026-02-10,p0,wash_struct,1770688112,33140.0,35.64,-49.55,-44.55,stop_loss,wash_real,-48.0,-48.0,-68.0,0.0,7.0,118.0,0.8802,0.0004,33139.0
2026-02-10,p0,momentum_tail,1770688112,33140.0,35.64,-49.55,-44.55,stop_loss,wash_real,-48.0,-48.0,-68.0,0.0,7.0,118.0,0.8802,0.0004,33139.0
2026-02-10,p0,momentum_tail_trail,1770688112,33140.0,35.64,-49.55,-44.55,stop_loss,wash_real,-48.0,-48.0,-68.0,0.0,7.0,118.0,0.8802,0.0004,33139.0
2026-02-11,p0,sealed,1770774300,33501.0,33.0,-5.0,0.0,breakeven,momentum_clean,9.0,39.0,154.0,0.0,161.0,39.0,0.8837,0.0028,33500.0
2026-02-11,p0,wash_struct,1770774300,33501.0,33.0,4.0,9.0,horizon,momentum_clean,9.0,39.0,154.0,0.0,161.0,39.0,0.8837,0.0028,33500.0
2026-02-11,p0,momentum_tail,1770774300,33501.0,33.0,34.0,39.0,horizon,momentum_clean,9.0,39.0,154.0,0.0,161.0,39.0,0.8837,0.0028,33500.0
2026-02-11,p0,momentum_tail_trail,1770774300,33501.0,33.0,34.0,39.0,horizon,momentum_clean,9.0,39.0,154.0,0.0,161.0,39.0,0.8837,0.0028,33500.0
2026-02-24,p0,sealed,1771897501,34561.0,42.29,-57.86,-52.86,stop_loss,momentum_clean,-16.0,31.0,179.0,0.0,273.0,63.0,0.903,0.0006,34560.0
2026-02-24,p0,wash_struct,1771897501,34561.0,42.29,-57.86,-52.86,stop_loss,momentum_clean,-16.0,31.0,179.0,0.0,273.0,63.0,0.903,0.0006,34560.0
2026-02-24,p0,momentum_tail,1771897501,34561.0,42.29,-57.86,-52.86,stop_loss,momentum_clean,-16.0,31.0,179.0,0.0,273.0,63.0,0.903,0.0006,34560.0
2026-02-24,p0,momentum_tail_trail,1771897501,34561.0,42.29,-57.86,-52.86,stop_loss,momentum_clean,-16.0,31.0,179.0,0.0,273.0,63.0,0.903,0.0006,34560.0
2026-02-25,p0,sealed,1771983936,35314.0,41.43,-5.0,0.0,breakeven,momentum_clean,30.0,172.0,337.0,0.0,361.0,9.0,0.6966,0.0014,35313.0
2026-02-25,p0,wash_struct,1771983936,35314.0,41.43,25.0,30.0,horizon,momentum_clean,30.0,172.0,337.0,0.0,361.0,9.0,0.6966,0.0014,35313.0
2026-02-25,p0,momentum_tail,1771983936,35314.0,41.43,119.29,124.29,take_profit,momentum_clean,30.0,172.0,337.0,0.0,361.0,9.0,0.6966,0.0014,35313.0
2026-02-25,p0,momentum_tail_trail,1771983936,35314.0,41.43,103.14,108.14,trail_stop,momentum_clean,30.0,172.0,337.0,0.0,361.0,9.0,0.6966,0.0014,35313.0
2026-03-10,p0,sealed,1773107385,33149.0,76.64,77.0,82.0,horizon,momentum_clean,82.0,9.0,-193.0,0.0,119.0,193.0,0.7428,0.0005,33148.0
2026-03-10,p0,wash_struct,1773107385,33149.0,76.64,77.0,82.0,horizon,momentum_clean,82.0,9.0,-193.0,0.0,119.0,193.0,0.7428,0.0005,33148.0
2026-03-10,p0,momentum_tail,1773107385,33149.0,76.64,4.0,9.0,horizon,momentum_clean,82.0,9.0,-193.0,0.0,119.0,193.0,0.7428,0.0005,33148.0
2026-03-10,p0,momentum_tail_trail,1773107385,33149.0,76.64,4.0,9.0,horizon,momentum_clean,82.0,9.0,-193.0,0.0,119.0,193.0,0.7428,0.0005,33148.0
2026-03-11,p0,sealed,1773194197,33696.0,55.93,-74.91,-69.91,stop_loss,momentum_clean,-87.0,136.0,236.0,0.0,248.0,119.0,0.8077,0.0007,33695.0
2026-03-11,p0,wash_struct,1773194197,33696.0,55.93,-74.91,-69.91,stop_loss,momentum_clean,-87.0,136.0,236.0,0.0,248.0,119.0,0.8077,0.0007,33695.0
2026-03-11,p0,momentum_tail,1773194197,33696.0,55.93,-74.91,-69.91,stop_loss,momentum_clean,-87.0,136.0,236.0,0.0,248.0,119.0,0.8077,0.0007,33695.0
2026-03-11,p0,momentum_tail_trail,1773194197,33696.0,55.93,-74.91,-69.91,stop_loss,momentum_clean,-87.0,136.0,236.0,0.0,248.0,119.0,0.8077,0.0007,33695.0
2026-03-25,p0,sealed,1774403883,33760.0,51.21,-69.02,-64.02,stop_loss,momentum_clean,-232.0,-148.0,-260.0,0.0,29.0,279.0,0.8693,0.0003,33759.0
2026-03-25,p0,wash_struct,1774403883,33760.0,51.21,-69.02,-64.02,stop_loss,momentum_clean,-232.0,-148.0,-260.0,0.0,29.0,279.0,0.8693,0.0003,33759.0
2026-03-25,p0,momentum_tail,1774403883,33760.0,51.21,-69.02,-64.02,stop_loss,momentum_clean,-232.0,-148.0,-260.0,0.0,29.0,279.0,0.8693,0.0003,33759.0
2026-03-25,p0,momentum_tail_trail,1774403883,33760.0,51.21,-69.02,-64.02,stop_loss,momentum_clean,-232.0,-148.0,-260.0,0.0,29.0,279.0,0.8693,0.0003,33759.0
2026-04-01,p0,sealed,1775008898,33233.0,59.79,-5.0,0.0,breakeven,momentum_clean,-66.0,2.0,55.0,0.0,67.0,79.0,0.8734,0.0042,33232.0
2026-04-01,p0,wash_struct,1775008898,33233.0,59.79,-79.73,-74.73,stop_loss,momentum_clean,-66.0,2.0,55.0,0.0,67.0,79.0,0.8734,0.0042,33232.0
2026-04-01,p0,momentum_tail,1775008898,33233.0,59.79,-79.73,-74.73,stop_loss,momentum_clean,-66.0,2.0,55.0,0.0,67.0,79.0,0.8734,0.0042,33232.0
2026-04-01,p0,momentum_tail_trail,1775008898,33233.0,59.79,-79.73,-74.73,stop_loss,momentum_clean,-66.0,2.0,55.0,0.0,67.0,79.0,0.8734,0.0042,33232.0
2026-04-08,p0,sealed,1775612881,34800.0,45.14,130.43,135.43,take_profit,momentum_clean,154.0,215.0,187.0,0.0,242.0,12.0,0.7852,0.0523,34799.0
2026-04-08,p0,wash_struct,1775612881,34800.0,45.14,130.43,135.43,take_profit,momentum_clean,154.0,215.0,187.0,0.0,242.0,12.0,0.7852,0.0523,34799.0
2026-04-08,p0,momentum_tail,1775612881,34800.0,45.14,130.43,135.43,take_profit,momentum_clean,154.0,215.0,187.0,0.0,242.0,12.0,0.7852,0.0523,34799.0
2026-04-08,p0,momentum_tail_trail,1775612881,34800.0,45.14,159.91,164.91,trail_stop,momentum_clean,154.0,215.0,187.0,0.0,242.0,12.0,0.7852,0.0523,34799.0
2026-04-10,p0,sealed,1775785739,35521.0,44.5,-60.62,-55.62,stop_loss,wash_real,-137.0,-194.0,-122.0,0.0,12.0,263.0,0.7778,0.001,35520.0
2026-04-10,p0,wash_struct,1775785739,35521.0,44.5,-60.62,-55.62,stop_loss,wash_real,-137.0,-194.0,-122.0,0.0,12.0,263.0,0.7778,0.001,35520.0
2026-04-10,p0,momentum_tail,1775785739,35521.0,44.5,-60.62,-55.62,stop_loss,wash_real,-137.0,-194.0,-122.0,0.0,12.0,263.0,0.7778,0.001,35520.0
2026-04-10,p0,momentum_tail_trail,1775785739,35521.0,44.5,-60.62,-55.62,stop_loss,wash_real,-137.0,-194.0,-122.0,0.0,12.0,263.0,0.7778,0.001,35520.0
2026-04-15,p0,sealed,1776217500,36982.0,29.0,41.6,46.6,trail_stop,momentum_clean,60.0,26.0,-25.0,0.0,85.0,38.0,0.5,0.5,36980.0
2026-04-15,p0,wash_struct,1776217500,36982.0,29.0,41.6,46.6,trail_stop,momentum_clean,60.0,26.0,-25.0,0.0,85.0,38.0,0.5,0.5,36980.0
2026-04-15,p0,momentum_tail,1776217500,36982.0,29.0,41.6,46.6,trail_stop,momentum_clean,60.0,26.0,-25.0,0.0,85.0,38.0,0.5,0.5,36980.0
2026-04-15,p0,momentum_tail_trail,1776217500,36982.0,29.0,41.6,46.6,trail_stop,momentum_clean,60.0,26.0,-25.0,0.0,85.0,38.0,0.5,0.5,36980.0
2026-04-15,reclaim_br,sealed,1776217500,36982.0,29.0,41.6,46.6,trail_stop,momentum_clean,60.0,26.0,-25.0,0.0,85.0,38.0,0.5,0.5,36980.0
2026-04-15,reclaim_br,wash_struct,1776217500,36982.0,29.0,41.6,46.6,trail_stop,momentum_clean,60.0,26.0,-25.0,0.0,85.0,38.0,0.5,0.5,36980.0
2026-04-15,reclaim_br,momentum_tail,1776217500,36982.0,29.0,41.6,46.6,trail_stop,momentum_clean,60.0,26.0,-25.0,0.0,85.0,38.0,0.5,0.5,36980.0
2026-04-15,reclaim_br,momentum_tail_trail,1776217500,36982.0,29.0,41.6,46.6,trail_stop,momentum_clean,60.0,26.0,-25.0,0.0,85.0,38.0,0.5,0.5,36980.0
2026-04-20,p0,sealed,1776650096,37646.0,55.64,-5.0,0.0,breakeven,momentum_clean,-102.0,-68.0,-57.0,0.0,42.0,169.0,0.7762,0.0008,37645.0
2026-04-20,p0,wash_struct,1776650096,37646.0,55.64,-74.55,-69.55,stop_loss,momentum_clean,-102.0,-68.0,-57.0,0.0,42.0,169.0,0.7762,0.0008,37645.0
2026-04-20,p0,momentum_tail,1776650096,37646.0,55.64,-74.55,-69.55,stop_loss,momentum_clean,-102.0,-68.0,-57.0,0.0,42.0,169.0,0.7762,0.0008,37645.0
2026-04-20,p0,momentum_tail_trail,1776650096,37646.0,55.64,-74.55,-69.55,stop_loss,momentum_clean,-102.0,-68.0,-57.0,0.0,42.0,169.0,0.7762,0.0008,37645.0
2026-04-21,p0,sealed,1776737160,37927.0,60.36,176.07,181.07,take_profit,momentum_clean,157.0,125.0,102.0,0.0,188.0,36.0,0.701,0.0018,37926.0
2026-04-21,p0,wash_struct,1776737160,37927.0,60.36,176.07,181.07,take_profit,momentum_clean,157.0,125.0,102.0,0.0,188.0,36.0,0.701,0.0018,37926.0
2026-04-21,p0,momentum_tail,1776737160,37927.0,60.36,176.07,181.07,take_profit,momentum_clean,157.0,125.0,102.0,0.0,188.0,36.0,0.701,0.0018,37926.0
2026-04-21,p0,momentum_tail_trail,1776737160,37927.0,60.36,146.79,151.79,trail_stop,momentum_clean,157.0,125.0,102.0,0.0,188.0,36.0,0.701,0.0018,37926.0
2026-04-24,p0,sealed,1776995266,38818.0,55.43,161.29,166.29,take_profit,momentum_clean,134.0,7.0,-136.0,0.0,258.0,418.0,0.7896,0.0004,38817.0
2026-04-24,p0,wash_struct,1776995266,38818.0,55.43,161.29,166.29,take_profit,momentum_clean,134.0,7.0,-136.0,0.0,258.0,418.0,0.7896,0.0004,38817.0
2026-04-24,p0,momentum_tail,1776995266,38818.0,55.43,161.29,166.29,take_profit,momentum_clean,134.0,7.0,-136.0,0.0,258.0,418.0,0.7896,0.0004,38817.0
2026-04-24,p0,momentum_tail_trail,1776995266,38818.0,55.43,136.74,141.74,trail_stop,momentum_clean,134.0,7.0,-136.0,0.0,258.0,418.0,0.7896,0.0004,38817.0
2026-05-04,p0,sealed,1777859100,40591.0,79.71,46.0,51.0,horizon,momentum_clean,51.0,103.0,264.0,0.0,313.0,75.0,0.0,0.0,40590.0
2026-05-04,p0,wash_struct,1777859100,40591.0,79.71,46.0,51.0,horizon,momentum_clean,51.0,103.0,264.0,0.0,313.0,75.0,0.0,0.0,40590.0
2026-05-04,p0,momentum_tail,1777859100,40591.0,79.71,98.0,103.0,horizon,momentum_clean,51.0,103.0,264.0,0.0,313.0,75.0,0.0,0.0,40590.0
2026-05-04,p0,momentum_tail_trail,1777859100,40591.0,79.71,98.0,103.0,horizon,momentum_clean,51.0,103.0,264.0,0.0,313.0,75.0,0.0,0.0,40590.0
2026-05-07,p0,sealed,1778118300,42362.0,74.0,-5.0,0.0,breakeven,momentum_clean,-22.0,-107.0,-26.0,0.0,108.0,131.0,1.0,0.0,42311.0
2026-05-07,p0,wash_struct,1778118300,42362.0,74.0,-27.0,-22.0,horizon,momentum_clean,-22.0,-107.0,-26.0,0.0,108.0,131.0,1.0,0.0,42311.0
2026-05-07,p0,momentum_tail,1778118300,42362.0,74.0,-97.5,-92.5,stop_loss,momentum_clean,-22.0,-107.0,-26.0,0.0,108.0,131.0,1.0,0.0,42311.0
2026-05-07,p0,momentum_tail_trail,1778118300,42362.0,74.0,-97.5,-92.5,stop_loss,momentum_clean,-22.0,-107.0,-26.0,0.0,108.0,131.0,1.0,0.0,42311.0
2026-05-07,p0_quality,sealed,1778118300,42362.0,74.0,-5.0,0.0,breakeven,momentum_clean,-22.0,-107.0,-26.0,0.0,108.0,131.0,1.0,0.0,42311.0
2026-05-07,p0_quality,wash_struct,1778118300,42362.0,74.0,-27.0,-22.0,horizon,momentum_clean,-22.0,-107.0,-26.0,0.0,108.0,131.0,1.0,0.0,42311.0
2026-05-07,p0_quality,momentum_tail,1778118300,42362.0,74.0,-97.5,-92.5,stop_loss,momentum_clean,-22.0,-107.0,-26.0,0.0,108.0,131.0,1.0,0.0,42311.0
2026-05-07,p0_quality,momentum_tail_trail,1778118300,42362.0,74.0,-97.5,-92.5,stop_loss,momentum_clean,-22.0,-107.0,-26.0,0.0,108.0,131.0,1.0,0.0,42311.0
2026-05-21,p0,sealed,1779328800,41481.0,53.07,-5.0,0.0,breakeven,momentum_clean,1.0,-7.0,28.0,0.0,64.0,101.0,0.7835,0.0013,41480.0
2026-05-21,p0,wash_struct,1779328800,41481.0,53.07,-4.0,1.0,horizon,momentum_clean,1.0,-7.0,28.0,0.0,64.0,101.0,0.7835,0.0013,41480.0
2026-05-21,p0,momentum_tail,1779328800,41481.0,53.07,-12.0,-7.0,horizon,momentum_clean,1.0,-7.0,28.0,0.0,64.0,101.0,0.7835,0.0013,41480.0
2026-05-21,p0,momentum_tail_trail,1779328800,41481.0,53.07,-12.0,-7.0,horizon,momentum_clean,1.0,-7.0,28.0,0.0,64.0,101.0,0.7835,0.0013,41480.0
2026-05-25,p0,sealed,1779673516,44009.0,71.21,-94.02,-89.02,stop_loss,momentum_clean,-39.0,-88.0,-171.0,0.0,41.0,299.0,0.8456,0.0002,44008.0
2026-05-25,p0,wash_struct,1779673516,44009.0,71.21,-94.02,-89.02,stop_loss,momentum_clean,-39.0,-88.0,-171.0,0.0,41.0,299.0,0.8456,0.0002,44008.0
2026-05-25,p0,momentum_tail,1779673516,44009.0,71.21,-94.02,-89.02,stop_loss,momentum_clean,-39.0,-88.0,-171.0,0.0,41.0,299.0,0.8456,0.0002,44008.0
2026-05-25,p0,momentum_tail_trail,1779673516,44009.0,71.21,-94.02,-89.02,stop_loss,momentum_clean,-39.0,-88.0,-171.0,0.0,41.0,299.0,0.8456,0.0002,44008.0
2026-05-29,p0,sealed,1780019100,45099.0,84.21,-110.27,-105.27,stop_loss,momentum_clean,-26.0,67.0,-47.0,0.0,136.0,246.0,1.0,0.0,45076.0
2026-05-29,p0,wash_struct,1780019100,45099.0,84.21,-110.27,-105.27,stop_loss,momentum_clean,-26.0,67.0,-47.0,0.0,136.0,246.0,1.0,0.0,45076.0
2026-05-29,p0,momentum_tail,1780019100,45099.0,84.21,-110.27,-105.27,stop_loss,momentum_clean,-26.0,67.0,-47.0,0.0,136.0,246.0,1.0,0.0,45076.0
2026-05-29,p0,momentum_tail_trail,1780019100,45099.0,84.21,-110.27,-105.27,stop_loss,momentum_clean,-26.0,67.0,-47.0,0.0,136.0,246.0,1.0,0.0,45076.0
2026-05-29,p0_quality,sealed,1780019100,45099.0,84.21,-110.27,-105.27,stop_loss,momentum_clean,-26.0,67.0,-47.0,0.0,136.0,246.0,1.0,0.0,45076.0
2026-05-29,p0_quality,wash_struct,1780019100,45099.0,84.21,-110.27,-105.27,stop_loss,momentum_clean,-26.0,67.0,-47.0,0.0,136.0,246.0,1.0,0.0,45076.0
2026-05-29,p0_quality,momentum_tail,1780019100,45099.0,84.21,-110.27,-105.27,stop_loss,momentum_clean,-26.0,67.0,-47.0,0.0,136.0,246.0,1.0,0.0,45076.0
2026-05-29,p0_quality,momentum_tail_trail,1780019100,45099.0,84.21,-110.27,-105.27,stop_loss,momentum_clean,-26.0,67.0,-47.0,0.0,136.0,246.0,1.0,0.0,45076.0
