timestamp,open,high,low,close,volume,amount
2025-06-14 00:00:00.000000,22115.0,22121.0,22115.0,22119.0,68,1504064.0
2025-06-14 00:01:00.000000,22120.0,22123.0,22109.0,22110.0,140,3096575.0
2025-06-14 00:02:00.000000,22109.0,22110.0,22100.0,22110.0,184,4067218.0
2025-06-14 00:03:00.000000,22109.0,22117.0,22109.0,22109.0,100,2211188.0
2025-06-14 00:04:00.000000,22109.0,22114.0,22109.0,22112.0,35,773913.0
2025-06-14 00:05:00.000000,22111.0,22112.0,22106.0,22106.0,48,1061236.0
2025-06-14 00:06:00.000000,22106.0,22110.0,22104.0,22108.0,68,1503290.0
2025-06-14 00:07:00.000000,22109.0,22114.0,22107.0,22114.0,62,1370888.0
2025-06-14 00:08:00.000000,22115.0,22118.0,22111.0,22118.0,71,1570163.0
2025-06-14 00:09:00.000000,22119.0,22121.0,22117.0,22118.0,75,1658948.0
2025-06-14 00:10:00.000000,22118.0,22120.0,22117.0,22118.0,28,619327.0
2025-06-14 00:11:00.000000,22119.0,22122.0,22118.0,22120.0,87,1924446.0
2025-06-14 00:12:00.000000,22119.0,22133.0,22118.0,22130.0,292,6461518.0
2025-06-14 00:13:00.000000,22130.0,22133.0,22121.0,22121.0,141,3120066.0
2025-06-14 00:14:00.000000,22124.0,22128.0,22121.0,22126.0,52,1150484.0
2025-06-14 00:15:00.000000,22128.0,22132.0,22128.0,22128.0,57,1261403.0
2025-06-14 00:16:00.000000,22128.0,22128.0,22117.0,22118.0,82,1813955.0
2025-06-14 00:17:00.000000,22119.0,22134.0,22119.0,22134.0,83,1836508.0
2025-06-14 00:18:00.000000,22134.0,22134.0,22129.0,22131.0,77,1704196.0
2025-06-14 00:19:00.000000,22129.0,22144.0,22129.0,22141.0,415,9187707.0
2025-06-14 00:20:00.000000,22141.0,22143.0,22137.0,22138.0,139,3077462.0
2025-06-14 00:21:00.000000,22138.0,22139.0,22126.0,22126.0,110,2434435.0
2025-06-14 00:22:00.000000,22125.0,22137.0,22123.0,22130.0,107,2367934.0
2025-06-14 00:23:00.000000,22134.0,22138.0,22133.0,22135.0,64,1416666.0
2025-06-14 00:24:00.000000,22133.0,22140.0,22133.0,22140.0,37,819046.0
2025-06-14 00:25:00.000000,22137.0,22144.0,22136.0,22136.0,131,2900405.0
2025-06-14 00:26:00.000000,22136.0,22140.0,22135.0,22136.0,55,1217544.0
2025-06-14 00:27:00.000000,22136.0,22136.0,22127.0,22128.0,87,1925399.0
